x t U
4.285714285714285476e-01 1.734693877551020391e-01 1.760053091932300140e-01
4.489795918367346372e-01 1.734693877551020391e-01 1.782175203404992303e-01
4.693877551020407823e-01 1.734693877551020391e-01 1.796973974691510323e-01
4.897959183673469274e-01 1.734693877551020391e-01 1.804388594466312112e-01
5.102040816326530726e-01 1.734693877551020391e-01 1.804388594466312112e-01
5.306122448979591066e-01 1.734693877551020391e-01 1.796973974691509768e-01
5.510204081632652517e-01 1.734693877551020391e-01 1.782175203404991470e-01
5.714285714285713969e-01 1.734693877551020391e-01 1.760053091932300418e-01
5.918367346938775420e-01 1.734693877551020391e-01 1.730698544774655623e-01
6.122448979591835760e-01 1.734693877551020391e-01 1.694232186062857581e-01
6.326530612244897211e-01 1.734693877551020391e-01 1.650803863886862177e-01
6.530612244897958663e-01 1.734693877551020391e-01 1.600592034537838271e-01
6.734693877551020114e-01 1.734693877551020391e-01 1.543803029192983289e-01
6.938775510204081565e-01 1.734693877551020391e-01 1.480670206056463878e-01
7.142857142857141906e-01 1.734693877551020391e-01 1.411452991440494686e-01
7.346938775510203357e-01 1.734693877551020391e-01 1.336435813726978838e-01
7.551020408163264808e-01 1.734693877551020391e-01 1.255926934590275990e-01
7.755102040816326259e-01 1.734693877551020391e-01 1.170257182283858804e-01
7.959183673469386600e-01 1.734693877551020391e-01 1.079778592196059678e-01
8.163265306122448051e-01 1.734693877551020391e-01 9.848629602611448652e-02
8.367346938775509502e-01 1.734693877551020391e-01 8.859003151700745038e-02
8.571428571428570953e-01 1.734693877551020391e-01 7.832973156589490005e-02
8.775510204081632404e-01 1.734693877551020391e-01 6.774755794610333448e-02
8.979591836734692745e-01 1.734693877551020391e-01 5.688699507890561391e-02
9.183673469387754196e-01 1.734693877551020391e-01 4.579267134670649692e-02
9.387755102040815647e-01 1.734693877551020391e-01 3.451017570544655244e-02
9.591836734693877098e-01 1.734693877551020391e-01 2.308587034980346189e-02
9.795918367346938549e-01 1.734693877551020391e-01 1.156670020098937712e-02
1.000000000000000000e+00 1.734693877551020391e-01 1.224646799147353207e-16
0.000000000000000000e+00 1.785714285714285476e-01 0.000000000000000000e+00
2.040816326530612082e-02 1.785714285714285476e-01 1.099875172234746762e-02
4.081632653061224164e-02 1.785714285714285476e-01 2.195230721464295695e-02
6.122448979591836593e-02 1.785714285714285476e-01 3.281565596783835720e-02
8.163265306122448328e-02 1.785714285714285476e-01 4.354415815172577725e-02
1.020408163265306006e-01 1.785714285714285476e-01 5.409372804957516406e-02
1.224489795918367319e-01 1.785714285714285476e-01 6.442101521580051449e-02
1.428571428571428492e-01 1.785714285714285476e-01 7.448358261223970989e-02
1.632653061224489666e-01 1.785714285714285476e-01 8.424008099104686453e-02
1.836734693877550839e-01 1.785714285714285476e-01 9.365041880762108029e-02
2.040816326530612013e-01 1.785714285714285476e-01 1.026759269653629847e-01
2.244897959183673186e-01 1.785714285714285476e-01 1.112795177152868936e-01
2.448979591836734637e-01 1.785714285714285476e-01 1.194258370575369960e-01
2.653061224489795533e-01 1.785714285714285476e-01 1.270814100185560236e-01
