UMR-M UMR-ED UMR-EC AMRE-M AMRE-ED AMRE-EC AMRS-M AMRS-ED AMRS-EC AMRT-M AMRT-ED AMRT-EC
2.110000000000000000e+02 4.000239530801248059e-05 4.000401703032787748e-05 nan nan nan 2.110000000000000000e+02 1.418585369106513134e-03 1.467869739686938338e-03 2.110000000000000000e+02 1.277910717697856543e-04 1.246762636442993143e-04
2.120000000000000000e+02 3.962411696773993585e-05 3.962571574134017284e-05 nan nan nan 2.120000000000000000e+02 1.419119661869073590e-03 1.468510098336716502e-03 2.120000000000000000e+02 1.268336148047704041e-04 1.238040154908576836e-04
2.130000000000000000e+02 3.925117818836185293e-05 3.925275444416758292e-05 nan nan nan 2.130000000000000000e+02 1.419651614823759034e-03 1.469150414600812245e-03 2.130000000000000000e+02 1.258505438269316712e-04 1.229083335238397273e-04
2.140000000000000000e+02 3.888348103266692609e-05 3.888503519161505502e-05 nan nan nan 2.140000000000000000e+02 1.418494997700665318e-03 1.467397219758260042e-03 2.140000000000000000e+02 1.311115741824916178e-04 1.281709509144391920e-04
2.150000000000000000e+02 3.852092614909165979e-05 3.852245862226575583e-05 nan nan nan 2.150000000000000000e+02 1.417322244301277932e-03 1.465643507156424909e-03 2.150000000000000000e+02 1.368730662052351982e-04 1.339518591271398370e-04
2.160000000000000000e+02 3.816341898909454553e-05 3.816493017809827220e-05 nan nan nan 2.160000000000000000e+02 1.414519926796112661e-03 1.462801391982589952e-03 2.160000000000000000e+02 1.319586567327942037e-04 1.293050814602866730e-04
2.170000000000000000e+02 3.781086493743676929e-05 3.781235523456685636e-05 nan nan nan 2.170000000000000000e+02 1.411718342409290115e-03 1.459959163909975259e-03 2.170000000000000000e+02 1.270889618042078109e-04 1.246895036342755175e-04
2.180000000000000000e+02 3.746317479112293796e-05 3.746464457975302967e-05 nan nan nan 2.180000000000000000e+02 1.411936775706559019e-03 1.460305929617512375e-03 2.180000000000000000e+02 1.271743996620570559e-04 1.247889506042474165e-04
2.190000000000000000e+02 3.712025781717414143e-05 3.712170747185883249e-05 nan nan nan 2.190000000000000000e+02 1.412155211705998442e-03 1.460652694117593698e-03 2.190000000000000000e+02 1.272598427579713283e-04 1.248884718468009714e-04
2.200000000000000000e+02 3.678202859212047340e-05 3.678345847896272473e-05 nan nan nan 2.200000000000000000e+02 1.412687204669574835e-03 1.461256080111737309e-03 2.200000000000000000e+02 1.274724236878040269e-04 1.251159434521166938e-04
2.210000000000000000e+02 3.644840034904943811e-05 3.644981082580229538e-05 nan nan nan 2.210000000000000000e+02 1.413216372700899781e-03 1.461859421881470545e-03 2.210000000000000000e+02 1.276853941673601774e-04 1.253439469719953760e-04
2.220000000000000000e+02 3.611929146646861345e-05 3.612068288288453023e-05 nan nan nan 2.220000000000000000e+02 1.413607999913816778e-03 1.462391473103342044e-03 2.220000000000000000e+02 1.229899666419628150e-04 1.209115611691722149e-04
2.230000000000000000e+02 3.579461990288740748e-05 3.579599260084628950e-05 nan nan nan 2.230000000000000000e+02 1.413999609964299757e-03 1.462923522069418817e-03 2.230000000000000000e+02 1.183334496209723237e-04 1.165033788028851019e-04
2.240000000000000000e+02 3.547430634454425456e-05 3.547566065829883499e-05 nan nan nan 2.240000000000000000e+02 1.410859298932739874e-03 1.459737305385737111e-03 2.240000000000000000e+02 1.193418376414929734e-04 1.173133693288247453e-04
2.250000000000000000e+02 3.515827283905274684e-05 3.515960909541647179e-05 nan nan nan 2.250000000000000000e+02 1.407719874852335308e-03 1.456550938041666510e-03 2.250000000000000000e+02 1.203558278615562125e-04 1.181267048212089247e-04
2.260000000000000000e+02 3.484644486241626429e-05 3.484776338102534444e-05 nan nan nan 2.260000000000000000e+02 1.408275052158513684e-03 1.457115989389881584e-03 2.260000000000000000e+02 1.213725118063956884e-04 1.189410762198784974e-04
2.270000000000000000e+02 3.453874674301375837e-05 3.454004783641087615e-05 nan nan nan 2.270000000000000000e+02 1.408826553485797951e-03 1.457680995401195107e-03 2.270000000000000000e+02 1.223934577192069024e-04 1.197586358253268789e-04
2.280000000000000000e+02 3.423510622987046767e-05 3.423639020375814855e-05 nan nan nan 2.280000000000000000e+02 1.409372573965683240e-03 1.458376727991670795e-03 2.280000000000000000e+02 1.234136303594945885e-04 1.205748380203972855e-04
2.290000000000000000e+02 3.393545186027426084e-05 3.393671901366422216e-05 nan nan nan 2.290000000000000000e+02 1.409918562262565738e-03 1.459072457646419518e-03 2.290000000000000000e+02 1.244368642167278428e-04 1.213940604780657217e-04
2.300000000000000000e+02 3.363971468210037307e-05 3.364096530752381186e-05 nan nan nan 2.300000000000000000e+02 1.410488732671792483e-03 1.459598355961102926e-03 2.300000000000000000e+02 1.230535425037959033e-04 1.200793384523898800e-04
2.310000000000000000e+02 3.334782736013370966e-05 3.334906174381379240e-05 nan nan nan 2.310000000000000000e+02 1.411054536851467055e-03 1.460124208412206040e-03 2.310000000000000000e+02 1.216420799833490575e-04 1.187377853503657926e-04
2.320000000000000000e+02 3.305972227827067039e-05 3.306094070022145290e-05 nan nan nan 2.320000000000000000e+02 1.407581356429187143e-03 1.456597470969936241e-03 2.320000000000000000e+02 1.226570907282459083e-04 1.195633818610599780e-04
2.330000000000000000e+02 3.277533500839614988e-05 3.277653774264657353e-05 nan nan nan 2.330000000000000000e+02 1.404109216638452359e-03 1.453070536576059292e-03 2.330000000000000000e+02 1.236740885510090771e-04 1.203917468634060336e-04
2.340000000000000000e+02 3.249460093983212754e-05 3.249578825452214729e-05 nan nan nan 2.340000000000000000e+02 1.404790662092340100e-03 1.453908786971569141e-03 2.340000000000000000e+02 1.240216581226949964e-04 1.207474726477637426e-04
2.350000000000000000e+02 3.221745923059020068e-05 3.221863138820852350e-05 nan nan nan 2.350000000000000000e+02 1.405472064872120971e-03 1.454747034076855645e-03 2.350000000000000000e+02 1.243702214627651764e-04 1.211044634650835833e-04
2.360000000000000000e+02 3.194384734650865541e-05 3.194500460392763131e-05 nan nan nan 2.360000000000000000e+02 1.406061887178072008e-03 1.455232565207568779e-03 2.360000000000000000e+02 1.253848920366644557e-04 1.219309658276897094e-04
2.370000000000000000e+02 3.167370702120618861e-05 3.167484962993099412e-05 nan nan nan 2.370000000000000000e+02 1.406646637051704252e-03 1.455718050407836051e-03 2.370000000000000000e+02 1.264004540168668634e-04 1.227599810306716644e-04
2.380000000000000000e+02 3.140697791210727300e-05 3.140810611829186934e-05 nan nan nan 2.380000000000000000e+02 1.402836402227655667e-03 1.451858343413519941e-03 2.380000000000000000e+02 1.274056757563744727e-04 1.235802734478823447e-04
2.390000000000000000e+02 3.114360535572813357e-05 3.114471940046836709e-05 nan nan nan 2.390000000000000000e+02 1.399027414352444453e-03 1.447998384585401322e-03 2.390000000000000000e+02 1.284109863473241822e-04 1.244028995825708348e-04
2.400000000000000000e+02 3.088353090837028120e-05 3.088463102765389492e-05 nan nan nan 2.400000000000000000e+02 1.399825689801851647e-03 1.448958391117723685e-03 2.400000000000000000e+02 1.294031824466625896e-04 1.252144622311067543e-04
2.410000000000000000e+02 3.062670070904066448e-05 3.062778713399497051e-05 nan nan nan 2.410000000000000000e+02 1.400623916335785391e-03 1.449918394439281277e-03 2.410000000000000000e+02 1.303947669717974724e-04 1.260281794043874846e-04
2.420000000000000000e+02 3.037306154677711021e-05 3.037413450377264627e-05 nan nan nan 2.420000000000000000e+02 1.401231757627194449e-03 1.450362698429129380e-03 2.420000000000000000e+02 1.313706222320814090e-04 1.268285321787134771e-04
2.430000000000000000e+02 3.012256022809386264e-05 3.012361993882360317e-05 nan nan nan 2.430000000000000000e+02 1.401833888798786421e-03 1.450806956898349201e-03 2.430000000000000000e+02 1.323452595121136968e-04 1.276308621332060487e-04
2.440000000000000000e+02 2.987514431055063205e-05 2.987619099213330591e-05 nan nan nan 2.440000000000000000e+02 1.400128648575723559e-03 1.448435800740692373e-03 2.440000000000000000e+02 1.333017092982582876e-04 1.284175748510379468e-04
2.450000000000000000e+02 2.963076493815474847e-05 2.963179880333498267e-05 nan nan nan 2.450000000000000000e+02 1.398411030294941047e-03 1.446064320008540443e-03 2.450000000000000000e+02 1.342564207485193552e-04 1.292060907834725186e-04
2.460000000000000000e+02 2.938937173901109726e-05 2.939039299617811945e-05 nan nan nan 2.460000000000000000e+02 1.399003852280441326e-03 1.446467120980583299e-03 2.460000000000000000e+02 1.351906398646266004e-04 1.299767925005136356e-04
2.470000000000000000e+02 2.915091653849125828e-05 2.915192539182581290e-05 nan nan nan 2.470000000000000000e+02 1.399590854932861953e-03 1.446869877147955114e-03 2.470000000000000000e+02 1.361226788133617174e-04 1.307491282229352987e-04
2.480000000000000000e+02 2.891535235402213627e-05 2.891634900360565355e-05 nan nan nan 2.480000000000000000e+02 1.400488462323826004e-03 1.447933281844552460e-03 2.480000000000000000e+02 1.370320706266424317e-04 1.315015157888597703e-04
2.490000000000000000e+02 2.868263136938112778e-05 2.868361601123326426e-05 nan nan nan 2.490000000000000000e+02 1.401386016193302466e-03 1.448996680948687549e-03 2.490000000000000000e+02 1.379389118210482923e-04 1.322553740373621589e-04
2.500000000000000000e+02 2.845270852110468588e-05 2.845368134734269533e-05 nan nan nan 2.500000000000000000e+02 1.397250676934917463e-03 1.444812066102832155e-03 2.500000000000000000e+02 1.388210978259889997e-04 1.329872199759248106e-04
